_id,Hệ điều hành,Bộ vi xử lý,Hãng sản xuất,image_url,product_name,Cân nặng,VGA,price,product_url,device,"Bảo mật, công nghệ",Giao tiếp mạng,Card Reader,Kích thước (rộng x dài x cao),Bộ nhớ trong,Ổ cứng,Màn hình,Ổ quang,Dung lượng tối đa,Giao tiếp không dây,Cổng giao tiếp,Chủng loại,Số khe cắm,Mầu sắc,Part Number,Chipset,Phụ kiện đi kèm,ram
62a5d5735e7f53608f8c7edd,win 10,core i5-11400h,laptop hp,https://anphat.com.vn/media/product/75_38971_,laptop hp omen 16-b0142tx 4y0z8pa (core i5-11400h | 16gb | 1tb ssd + 32gb ssd | rtx 3050ti 4gb | 16.1 inch fhd | win 10 | shadow black),2.3 kg,rtx 3050ti 4gb,38790000,https://www.anphatpc.com.vn/laptop-hp-omen-16-b0142tx-4y0z8pa-core-i5-11400h-16gb-1tb-ssd-32gb-ssd-rtx-3050ti-4gb-16.1-inch-fhd-win-10-shadow-black_id38971.html,laptop,"bàn phím tiêu chuẩn, có bàn phím số",1 rj-45,1 multi-format sd media card reader,36.92 x 24.8 x 2.3 cm,1tb ssd + 32gb ssd,1tb intel® pcie® nvme™ m.2 ssd + 32gb ssd,16.1 inch fhd,không,,intel® wi-fi certified 6™ ax201 (2x2),"1 thunderbolt™ 4 with usb4™ type-c® 40gbps signaling rate (displayport™ 1.4, hp sleep and charge); 1 superspeed usb type-a 5gbps signaling rate (hp sleep and charge); 2 superspeed usb type-a 5gbps signaling rate;",hp omen 16-b0142tx 4y0z8pa,,shadow black,,,,16gb
62a5d5745e7f53608f8c7ede,windows 10 home sl 64bits,intel® core™ i7-1165g7,laptop hp,https://anphat.com.vn/media/product/75_35874_57018_hp_probook_450g8__4_.png,laptop hp probook 450 g8 2h0y1pa,1.74 kg,nvidia geforce mx450 2gb gddr5,31490000,https://www.anphatpc.com.vn/laptop-hp-probook-450-g8-2h0y1pa_id35874.html,laptop,bàn phím tiêu chuẩn - đèn nền bàn phím,realtek 10/100/1000 gbe nic,1 microsd,35.94 x 23.39 x 1.99 cm,16gb(16gbx1) ddr4 3200mhz,512gb pcie® nvme™m2 ssd,"15.6 inch diagonal fhd (1920 x 1080) ips anti-glare wled-backlit, 1000 nits, 45% ntsc",không,,realtek 802.11ac (2x2) wi-fi®,"3 super speed usb type-a 5gbps signaling rate (1 charging, 1 power);1 superspeed usb type-c® 10gbps signaling rate (usb power delivery, displayport™);",probook 450 g8 2h0y1pa,2 khe,bạc,,,,
62a5d5755e7f53608f8c7edf,win 10,core i5-1135g7,laptop hp,https://anphat.com.vn/media/product/75_38861_36282_42149_hp_pavilion_14_pink_ha1.jpg,laptop hp pavilion 14-dv0511tu 46l80pa (core i5-1135g7 | 8gb | 512gb | intel iris xe | 14 inch fhd | win 10 | pink),1.4 kg,intel iris xe,19290000,https://www.anphatpc.com.vn/laptop-hp-pavilion-14-dv0511tu-46l80pa-core-i5-1135g7-8gb-512gb-intel-iris-xe-14-inch-fhd-win-10-pink_id38861.html,laptop,bàn phím tiêu chuẩn,,-,32.5 x 21.66 x 1.7 cm,512gb,512gb pcie nvme m.2 ssd,14 inch fhd,,,intel wireless-ac 9560 wi-fi 5 (2x2),"1 usb 3.1 gen 1 type-c (data transfer only, 5 gb/s signaling rate); 2 usb 3.0",hp pavilion 14-dv0511tu 46l80pa,2 khe,pink,,,,8gb
62a5d5755e7f53608f8c7ee0,win 10,core i7-1165g7,laptop hp,https://anphat.com.vn/media/product/75_39215_hp_probook_440_g8_2z6j6pa_i5_1135g7_3_1ac74cea95ae4472bbb783347535e65a_master.png,laptop hp probook 440 g8 2z6j6pa (core i7-1165g7 | 16gb | 512gb | intel® iris® xe | 14.0 inch fhd | win 10 | bạc),1.38 kg,intel® iris® xe,27290000,https://www.anphatpc.com.vn/laptop-hp-probook-440-g8-2z6j6pa-core-i7-1165g7-16gb-512gb-intel-iris-xe-14.0-inch-fhd-win-10-bac_id39215.html,laptop,bàn phím tiêu chuẩn,realtek 10/100/1000 gbe nic,-,32.19 x 21.39 x 1.99 cm,512gb,512gb pcie® nvme™ ssd,14.0 inch fhd,không,,intel® ax201 wi-fi 6 (2x2),"1 superspeed usb type-c® 10gbps signaling rate (usb power delivery, displayport™ 1.4); 3 superspeed usb type-a 5gbps signaling rate (1 charging, 1 power);",hp probook 440 g8 2z6j6pa,2 khe,bạc,,,,16gb
62a5d5755e7f53608f8c7ee1,win 10,core i5-1135g7,laptop hp,https://anphat.com.vn/media/product/75_37536_37305_18780_018780_laptop_hp_probook_430_g8_348d6pa_1.jpg,laptop hp probook 430 g8 2h0n6pa (core i5-1135g7 | 4gb | 256gb | intel iris xe | 13.3 inch fhd | win 10 | bạc),1.28 kg,intel iris xe,19490000,https://www.anphatpc.com.vn/laptop-hp-probook-430-g8-2h0n6pa-core-i5-1135g7-4gb-256gb-intel-iris-xe-13.3-inch-fhd-win-10-bac_id37536.html,laptop,bàn phím tiêu chuẩn - đèn nền bàn phím,,1 microsd,30.69 x 20.84 x 1.59 cm,256gb,256gb pcie® nvme™ ssd,13.3 inch fhd,không,,intel® ax201 wi-fi 6 (2x2),"2 superspeed usb type-a 5gbps signaling rate (1 charging, 1 power)1 superspeed usb type-c® 10gbps signaling rate (usb power delivery, displayport™ 1.4)",hp probook 430 g8 2h0n6pa,2 khe,bạc,,,,4gb
62a5d5765e7f53608f8c7ee2,windows 10 home sl 64 bits,intel® core™ i5-1135g7,laptop hp,https://anphat.com.vn/media/product/75_35873_57018_hp_probook_450g8__4_.png,laptop hp probook 450 g8 2h0w1pa,1.74 kg,nvidia® geforce® mx450 2gb ddr5,21390000,https://www.anphatpc.com.vn/laptop-hp-probook-450-g8-2h0w1pa_id35873.html,laptop,bàn phím tiêu chuẩn - đèn nền bàn phím,realtek 10/100/1000 gbe nic,1 microsd,35.94 x 23.39 x 1.99 cm,8gb (8gbx1) ddr4 3200mhz,256gb pcie® nvme™m2 ssd,"15.6 inch diagonal fhd (1920 x 1080) ips anti-glare wled-backlit, 250 nits, 45% ntsc",không,,realtek 802.11ac (2x2) wi-fi®,"3 super speed usb type-a 5gbps signaling rate (1 charging, 1 power);1 superspeed usb type-c® 10gbps signaling rate (usb power delivery, displayport™);",probook 450 g8 2h0w1pa,2 khe,bạc,,,,
62a5d5775e7f53608f8c7ee3,windows 10 home sl 64 bits,intel® core™ i7-1165g7,laptop hp,https://anphat.com.vn/media/product/75_35857_18725_laptop_hp_probook_450_g8_2h0v4pa_1.png,laptop hp probook 450 g8 2h0w5pa,1.74 kg,intel® iris® xᵉ graphics,25190000,https://www.anphatpc.com.vn/laptop-hp-probook-450-g8-2h0w5pa_id35857.html,laptop,bàn phím tiêu chuẩn - đèn nền bàn phím,realtek 10/100/1000 gbe nic,1 microsd,35.94 x 23.39 x 1.99 cm,8gb (8gbx1) ddr4 3200mhz,512gb pcie® nvme™ m2 ssd,"15.6 inch diagonal fhd (1920 x 1080) ips anti-glare wled-backlit, 250 nits, 45% ntsc",không,,realtek 802.11ac (2x2) wi-fi®,"3 super speed usb type-a 5gbps signaling rate (1 charging, 1 power); 1 superspeed usb type-c® 10gbps signaling rate (usb power delivery, displayport™);",probook 450 g8 2h0w5pa,2 khe,bạc,,,,
62a5d5775e7f53608f8c7ee4,freedos,core i7-1165g7,laptop hp,https://anphat.com.vn/media/product/75_37423_18781_18781_laptop_hp_probook_430_g8_348d6pa_1.jpg,laptop hp probook 430 g8 2z6f1pa (core i7-1165g7 | 8gb | 512gb | intel iris xe | 13.3 inch fhd | freedos | bạc),1.28 kg,intel iris xe,24490000,https://www.anphatpc.com.vn/laptop-hp-probook-430-g8-2z6f1pa-core-i7-1165g7-8gb-512gb-intel-iris-xe-13.3-inch-fhd-freedos-bac_id37423.html,laptop,bàn phím tiêu chuẩn - đèn nền bàn phím,,1 microsd,30.69 x 20.84 x 1.59 cm,512gb,512gb pcie® nvme™ ssd,13.3 inch fhd,không,,intel® ax201 wi-fi 6 (2x2),"2 superspeed usb type-a 5gbps signaling rate (1 charging, 1 power); 1 superspeed usb type-c® 10gbps signaling rate (usb power delivery, displayport™ 1.4)",hp probook 430 g8 2z6f1pa,2 khe,bạc,,,,8gb
62a5d5775e7f53608f8c7ee5,freedos,intel® core™ i3-1115g4,laptop hp,https://anphat.com.vn/media/product/75_36815_2.jpg,laptop hp probook 440 g8 2z6g9pa,1.38 kg,intel® uhd graphics,13690000,https://www.anphatpc.com.vn/laptop-hp-probook-440-g8-2z6g9pa.html,laptop,bàn phím tiêu chuẩn,realtek 10/100/1000 gbe nic,1 microsd,32.19 x 21.39 x 1.99 cm,4gb(1 x 4gb) ddr4 3200mhz,256gb pcie® nvme™ ssd,"14.0 inch diagonal, hd (1366 x 768), micro-edge, anti-glare, 250 nits, 45% ntsc",không,,intel® ax201 wi-fi 6 (2x2),"2 superspeed usb type-a 5gbps signaling rate (1 charging, 1 power); 1 superspeed usb type-c® 10gbps signaling rate (usb power delivery, displayport™ 1.4);",hp probook 440 g8 2z6g9pa,2 khe,bạc,,,,
62a5d5785e7f53608f8c7ee6,freedos,intel® core™ i5-1135g7,laptop hp,https://anphat.com.vn/media/product/75_35876_57018_hp_probook_450g8__4_.png,laptop hp probook 450 g8 2z6k9pa,1.74 kg,intel® iris® xᵉ graphics,19790000,https://www.anphatpc.com.vn/laptop-hp-probook-450-g8-2z6k9pa_id35876.html,laptop,"bàn phím tiêu chuẩn, có bàn phím số - đèn nền bàn phím",realtek 10/100/1000 gbe nic,1 microsd,35.94 x 23.39 x 1.99 cm,8gb (1 x 8gb) ddr4 3200mhz,256 gb pcie® nvme™ ssd,"15.6 inch diagonal, fhd (1920 x 1080), ips, anti-glare, 250 nits, 45% ntsc",không,,intel® ax201 wi-fi 6 (2x2),"3 super speed usb type-a 5gbps signaling rate (1 charging, 1 power)1 superspeed usb type-c® 10gbps signaling rate (usb power delivery, displayport™)",probook 450 g8 2z6k9pa,2 khe,bạc,,,,
62a5d5785e7f53608f8c7ee7,win 10,core i5-11400h,laptop hp,https://anphat.com.vn/media/product/75_38965_center_facing.png,laptop hp omen 16-b0141tx 4y0z7pa (core i5-11400h | 16gb | 1tb ssd + 32gb ssd |  rtx 3060 6gb | 16.1 inch fhd | win 10 | shadow black),2.3 kg,rtx 3060 6gb,42990000,https://www.anphatpc.com.vn/laptop-hp-omen-16-b0141tx-4y0z7pa-core-i5-11400h-16gb-1tb-ssd-32gb-ssd-rtx-3060-6gb-16.1-inch-fhd-win-10-shadow-black_id38965.html,laptop,"bàn phím tiêu chuẩn, có bàn phím số",1 rj-45,1 multi-format sd media card reader,36.92 x 24.8 x 2.3 cm,1tb ssd + 32gb ssd,1tb intel® pcie® nvme™ m.2 ssd + 32gb ssd,16.1 inch fhd,không,,intel® wi-fi certified 6™ ax201 (2x2),"1 thunderbolt™ 4 with usb4™ type-c® 40gbps signaling rate (displayport™ 1.4, hp sleep and charge); 1 superspeed usb type-a 5gbps signaling rate (hp sleep and charge); 2 superspeed usb type-a 5gbps signaling rate;",hp omen 16-b0141tx 4y0z7pa,,shadow black,,,,16gb
62a5d5785e7f53608f8c7ee8,win 10,core i5-1135g7,laptop hp,https://anphat.com.vn/media/product/75_38859_36281_hp_pavilion_laptop___14t_dv_silver.jpg,laptop hp pavilion 14-dv0536tu 4p5g5pa (core i5-1135g7 | 8gb | 256gb | intel iris xe | 14 inch fhd | win 10 | bạc),1.4 kg,intel iris xe,18990000,https://www.anphatpc.com.vn/laptop-hp-pavilion-14-dv0536tu-4p5g5pa-core-i5-1135g7-8gb-256gb-intel-iris-xe-14-inch-fhd-win-10-bac_id38859.html,laptop,bàn phím tiêu chuẩn,,-,32.5 x 21.66 x 1.7 cm,256gb,256gb pcie nvme m.2 ssd,14 inch fhd,,,intel wireless-ac 9560 wi-fi 5 (2x2),"1 usb 3.1 gen 1 type-c (data transfer only, 5 gb/s signaling rate); 2 usb 3.0",hp pavilion 14-dv0536tu 4p5g5pa,nâng max 32gb,bạc,,,,8gb
62a5d5795e7f53608f8c7ee9,win 10,core i5-1135g7,laptop hp,https://anphat.com.vn/media/product/75_37546_,laptop hp probook 430 g8 2h0n8pa (core i5-1135g7 | 8gb | 256gb | intel iris xe | 13.3 inch fhd | win 10 | bạc),1.28 kg,intel iris xe,20390000,https://www.anphatpc.com.vn/laptop-hp-probook-430-g8-2h0n8pa-core-i5-1135g7-8gb-256gb-intel-iris-xe-13.3-inch-fhd-win-10-bac_id37546.html,laptop,bàn phím tiêu chuẩn - đèn nền bàn phím,,1 microsd,30.69 x 20.84 x 1.59 cm,256gb,256gb pcie® nvme™ ssd,13.3 inch fhd,không,,intel® ax201 wi-fi 6 (2x2),"2 superspeed usb type-a 5gbps signaling rate (1 charging, 1 power)1 superspeed usb type-c® 10gbps signaling rate (usb power delivery, displayport™ 1.4)",hp probook 430 g8 2h0n8pa,2 khe,bạc,,,,8gb
62a5d5795e7f53608f8c7eea,windows 10 sl,intel® core™ i3-1115g4,laptop hp,https://anphat.com.vn/media/product/75_35871_57018_hp_probook_450g8__4_.png,laptop hp probook 450 g8 2h0u4pa,1.74 kg,intel® iris® xᵉ graphics,14590000,https://www.anphatpc.com.vn/laptop-hp-probook-450-g8-2h0u4pa_id35871.html,laptop,"bàn phím tiêu chuẩn, có bàn phím số - đèn nền bàn phím",realtek 10/100/1000 gbe nic,1 microsd,35.94 x 23.39 x 1.99 cm,4gb ddr4 3200mhz,256 gb pcie® nvme™ ssd,"15.6 inch hd (1366 x 768), narrow bezel, anti-glare, 250 nits, 45% ntsc",không,,intel® ax201 wi-fi 6 (2x2),"3 super speed usb type-a 5gbps signaling rate (1 charging, 1 power)1 superspeed usb type-c® 10gbps signaling rate (usb power delivery, displayport™)",probook 450 g8 2h0u4pa,2 khe,bạc,,,,
62a5d5795e7f53608f8c7eeb,win 10,core i7-1065g7,laptop hp,https://anphat.com.vn/media/product/75_37151_37060_34459_18191_hp_340s_g7_224l0pa_1.jpg,laptop hp 340s g7 36a37pa (core i7-1065g7 | 8gb | 512gb | intel iris plus | 14.0 inch fhd | win 10 | xám),1.47 kg,intel iris plus,21790000,https://www.anphatpc.com.vn/laptop-hp-340s-g7-36a37pa-core-i7-1065g7-8gb-512gb-intel-iris-plus-14.0-inch-fhd-win-10-xam_id37151.html,laptop,bàn phím tiêu chuẩn,,1 multi-format digital media reader,32.4 x 22.5 x 1.79 cm,512gb,512gb pcie® nvme™ ssd,14.0 inch fhd,không,,realtek rtl8822ce 802.11a/b/g/n/ac (2x2) wi-fi®,2 usb 3.1 gen 11 usb 3.1 type-c™,hp 340s g7 36a37pa,2 khe,xám,,,,8gb
62a5d57a5e7f53608f8c7eec,freedos,intel® core™ i5-1135g7,laptop hp,https://anphat.com.vn/media/product/75_35877_57018_hp_probook_450g8__4_.png,laptop hp probook 450 g8 2z6l0pa,1.74 kg,nvidia® geforce® mx450 2gb gddr5,21390000,https://www.anphatpc.com.vn/laptop-hp-probook-450-g8-2z6l0pa_id35877.html,laptop,"bàn phím tiêu chuẩn, có bàn phím số - đèn nền bàn phím",realtek 10/100/1000 gbe nic,1 microsd,35.94 x 23.39 x 1.99 cm,8gb (1 x 8gb) ddr4 3200mhz,256 gb pcie® nvme™ ssd,"15.6 inch diagonal, fhd (1920 x 1080), ips, anti-glare, 250 nits, 45% ntsc",không,,intel® ax201 wi-fi 6 (2x2),"3 super speed usb type-a 5gbps signaling rate (1 charging, 1 power)1 superspeed usb type-c® 10gbps signaling rate (usb power delivery, displayport™)",probook 450 g8 2z6l0pa,2 khe,bạc,,,,
62a5d57a5e7f53608f8c7eed,win 10,core i7-1195g7,laptop msi,https://anphat.com.vn/media/product/75_39679_,laptop msi modern 14 b11mou-848vn (core i7-1195g7 | 8gb | 512gb | intel® iris® xe | 14 inch fhd | win 10 | gray),1.3 kg,intel® iris® xe,21490000,https://www.anphatpc.com.vn/laptop-msi-modern-14-b11mou-848vn.html,laptop,bàn phím tiêu chuẩn - đèn nền bàn phím,,1x micro sd,319 x 219 x 16.9 mm,512gb,512gb nvme pcie ssd,14 inch fhd,không,,intel wi-fi 6 ax201(2*2 ax),1x type-c usb3.2 gen22x type-a usb3.2 gen1,msi modern 14 b11mou-848vn,"2 khe, tối đa 64gb",gray,,,,8gb
62a5d57a5e7f53608f8c7eee,freedos,core i7-1165g7,laptop hp,https://anphat.com.vn/media/product/75_38402_,laptop hp probook 450 g8 2z6l2pa (core i7-1165g7 | 8gb | 512gb | mx450 2gb | 15.6 inch fhd | freedos | bạc),1.74 kg,mx450 2gb,26990000,https://www.anphatpc.com.vn/laptop-hp-probook-450-g8-2z6l2pa-core-i7-1165g7-8gb-512gb-mx450-2gb-15.6-inch-fhd-freedos-bac_id38402.html,laptop,bàn phím tiêu chuẩn,1 rj-45,1 microsd,35.94 x 23.39 x 1.99 cm,512gb,512gb pcie® nvme™ ssd,15.6 inch fhd,không,,intel® ax201 wi-fi 6 (2x2),"3 super speed usb type-a 5gbps signaling rate (1 charging, 1 power); 1 superspeed usb type-c® 10gbps signaling rate (usb power delivery, displayport™);",hp probook 450 g8 2z6l2pa,2 khe,bạc,,,,8gb
62a5d57b5e7f53608f8c7eef,win 10,core i5-1135g7,laptop hp,https://anphat.com.vn/media/product/75_38324_,laptop hp pavilion 15-eg0508tu 46m07pa (core i5-1135g7 | 8gb | 256gb | intel iris xe | 15.6 inch fhd | win 10 | bạc),1.75 kg,intel iris xe,17990000,https://www.anphatpc.com.vn/laptop-hp-pavilion-15-eg0508tu-46m07pa-core-i5-1135g7-8gb-256gb-intel-iris-xe-15.6-inch-fhd-win-10-bac_id38324.html,laptop,bàn phím tiêu chuẩn,,-,36.02 x 23.4 x 1.79 cm,256gb,256gb pcie nvme™ m.2 ssd,15.6 inch fhd,không,,realtek rtl8822ce 802.11a/b/g/n/ac (2x2) wi-fi®,"1 superspeed usb type-c® 10gbps signaling rate (usb power delivery, displayport™ 1.4, hp sleep and charge); 2 superspeed usb type-a 5gbps signaling rate;",hp pavilion 15-eg0508tu 46m07pa,2 khe,bạc,,,,8gb
62a5d57b5e7f53608f8c7ef0,win 10,core i5-1135g7,laptop hp,https://anphat.com.vn/media/product/75_38325_,laptop hp pavilion 15-eg0506tu 46m04pa (core i5-1135g7 | 8gb | 512gb | intel iris xe | 15.6 inch fhd | win 10 | bạc),1.75 kg,intel iris xe,18890000,https://www.anphatpc.com.vn/laptop-hp-pavilion-15-eg0506tu-46m04pa-core-i5-1135g7-8gb-512gb-intel-iris-xe-15.6-inch-fhd-win-10-bac_id38325.html,laptop,bàn phím tiêu chuẩn,,-,36.02 x 23.4 x 1.79 cm,512gb,512gb pcie nvme™ m.2 ssd,15.6 inch fhd,không,,realtek rtl8822ce 802.11a/b/g/n/ac (2x2) wi-fi®,"1 superspeed usb type-c® 10gbps signaling rate (usb power delivery, displayport™ 1.4, hp sleep and charge); 2 superspeed usb type-a 5gbps signaling rate;",hp pavilion 15-eg0506tu 46m04pa,,bạc,,,,8gb
62a5d57b5e7f53608f8c7ef1,freedos,intel® core i5-1135g7,laptop hp,https://anphat.com.vn/media/product/75_36850_36815_2.jpg,laptop hp probook 440 g8 2z6j3pa,1.38 kg,intel® uhd graphics,19390000,https://www.anphatpc.com.vn/laptop-hp-probook-440-g8-2z6j3pa.html,laptop,bàn phím tiêu chuẩn,realtek 10/100/1000 gbe nic,1 microsd,32.19 x 21.39 x 1.99 cm,8gb(1 x 8gb) ddr4 3200mhz,256gb pcie® nvme™ ssd,"14"" fhd (1366 x 768), micro-edge, anti-glare, 250 nits, 45% ntsc",không,,intel® ax201 wi-fi 6 (2x2),"2 superspeed usb type-a 5gbps signaling rate (1 charging, 1 power); 1 superspeed usb type-c® 10gbps signaling rate (usb power delivery, displayport™ 1.4);",hp probook 440 g8 2z6j3pa,2 khe,bạc,,,,
62a5d57c5e7f53608f8c7ef2,win 10 pro,core i5-1145g7,laptop dell,https://anphat.com.vn/media/product/75_38284_,laptop dell latitude 7320 70251596 (core i5-1145g7 | 8gb | 256gb | intel iris xe | 13.3 inch fhd | win 10 pro | xám),1.12 kg,intel iris xe,33290000,https://www.anphatpc.com.vn/laptop-dell-latitude-7320-70251596-core-i5-1145g7-8gb-256gb-intel-iris-xe-13.3-inch-fhd-win-10-pro-xam.html,laptop,bàn phím tiêu chuẩn,,1 microsd-card slot,"height: 0.67"" (16.96mm) x width: 12.07"" (306.5mm) x depth: 7.85"" (199.5mm)",256gb,256gb m.2 256gb pcie nvme,13.3 inch fhd,không,,intel® wi-fi 6 ax201 2x2 .11ax 160mhz,1 usb 3.2 gen 1 port with powershare2 thunderbolt 4 ports with displayport alt mode/usb4/power delivery,dell latitude 7320 70251596,,xám,,,,8gb
62a5d57d5e7f53608f8c7ef3,win 10 pro,core i7-1185g7,laptop dell,https://anphat.com.vn/media/product/75_38283_dell_latitude_7320_5.jpg,laptop dell latitude 7320 70251595 (core i7-1185g7 | 16gb | 512gb | intel iris xe | 13.3 inch fhd | win 10 pro | xám),1.12 kg,intel iris xe,43690000,https://www.anphatpc.com.vn/laptop-dell-latitude-7320-70251595-core-i7-1185g7-16gb-512gb-intel-iris-xe-13.3-inch-fhd-win-10-pro-xam.html,laptop,bàn phím tiêu chuẩn,,1 microsd-card slot,"height: 0.67"" (16.96mm) x width: 12.07"" (306.5mm) x depth: 7.85"" (199.5mm)",512gb,512gb m.2 256gb pcie nvme,13.3 inch fhd,không,,intel® wi-fi 6 ax201 2x2 .11ax 160mhz,1 usb 3.2 gen 1 port with powershare2 thunderbolt 4 ports with displayport alt mode/usb4/power delivery,dell latitude 7320 70251595,,xám,,,,16gb
62a5d57e5e7f53608f8c7ef4,ubuntu,core i7-1185g7,laptop dell,https://anphat.com.vn/media/product/75_38285_aeih_3.jpg,laptop dell latitude 7420 70251597 (core i7-1185g7 | 16gb | 256gb | intel iris xe | 14.0 inch fhd | ubuntu | xám),1.22kg,intel iris xe,39590000,https://www.anphatpc.com.vn/laptop-dell-latitude-7420-70251597-core-i7-1185g7-16gb-256gb-intel-iris-xe-14.0-inch-fhd-ubuntu-xam.html,laptop,bàn phím tiêu chuẩn,,1 microsd-card slot,"height: 0.68"" (17.27mm) x width: 12.65"" (321.35mm) x depth: 8.22"" (208.69mm)",256gb,256gb m.2 256gb pcie nvme,14.0 inch fhd,không,,intel® wi-fi 6 ax201 2x2 .11ax 160mhz,1 usb 3.2 gen 1 port with powershare2 thunderbolt 4 ports with displayport alt mode/usb4/power delivery,dell latitude 7420 70251597,,xám,,,,16gb
62a5d5805e7f53608f8c7ef5,ubuntu,core i5-1145g7,laptop dell,https://anphat.com.vn/media/product/75_38281_dell_latitude_5520.jpg,laptop dell latitude 5520 70251601 (core i5-1145g7 | 4gb | 256gb | intel iris xe | 15.6 inch fhd | ubuntu | xám),1.59 kg,intel iris xe,23490000,https://www.anphatpc.com.vn/laptop-dell-latitude-5520-70251601-core-i5-1145g7-4gb-256gb-intel-iris-xe-15.6-inch-fhd-ubuntu-xam.html,laptop,bàn phím tiêu chuẩn,1 rj-45 ethernet port,1 microsd-card slot,"height: 0.78"" (19.87mm) x width: 14.09"" (357.8mm) x depth: 9.19"" (233.3 mm)",256gb,256gb m.2 256gb pcie nvme,15.6 inch fhd,không,,intel® wi-fi 6 ax201 2x2 .11ax 160mhz,1 usb 3.2 gen 1 port1 usb 3.2 gen 1 port with powershare2 thunderbolt 4 ports with displayport,dell latitude 5520 70251601,,xám,,,,4gb
62a5d5805e7f53608f8c7ef6,win pro,core i5-1135g7,laptop dell,https://anphat.com.vn/media/product/75_38278_,laptop dell latitude 3520 70251593 (core i5-1135g7 | 8gb | 256gb | intel iris xe | 15.6 inch fhd | win pro | đen),1.79 kg,intel iris xe,23590000,https://www.anphatpc.com.vn/laptop-dell-latitude-3520-70251593-core-i5-1135g7-8gb-256gb-intel-iris-xe-15.6-inch-fhd-win-pro-den.html,laptop,bàn phím tiêu chuẩn,1x rj-45 ethernet,-,18.06 x 36 x 240.9 mm,256gb,256gb m.2 256gb pcie nvme,15.6 inch fhd,không,,intel dual band wi-fi 6 ax201 2x2 802.11ax 160mhz,"1x usb 3.2 gen 2x2 type-c port with displayport alt mode/power delivery2x usb 3.2 gen 1 type-a, 1x usb 2.0",dell latitude 3520 70251593,2 khe,đen,,,,8gb
62a5d5815e7f53608f8c7ef7,fedora,core i7-1165g7,laptop dell,https://anphat.com.vn/media/product/75_38264_20047_laptop_dell_latitude_3520_70251590_1.jpg,laptop dell latitude 3520 70251591 (core i7-1165g7 | 8gb | 512gb | intel iris xe | 15.6 inch fhd | fedora | đen),1.79 kg,intel iris xe,25690000,https://www.anphatpc.com.vn/laptop-dell-latitude-3520-70251591-core-i7-1165g7-8gb-512gb-intel-iris-xe-15.6-inch-fhd-fedora-den.html,laptop,bàn phím tiêu chuẩn,1x rj-45 ethernet,-,18.06 x 36 x 240.9 mm,512gb,512gb m.2 256gb pcie nvme,15.6 inch fhd,không,,intel dual band wi-fi 6 ax201 2x2 802.11ax 160mhz,"1x usb 3.2 gen 2x2 type-c port with displayport alt mode/power delivery2x usb 3.2 gen 1 type-a, 1x usb 2.0",dell latitude 3520 70251591,2 khe,đen,,,,8gb
62a5d5815e7f53608f8c7ef8,ubuntu linux 20.04,intel® core i7-1185g7,laptop dell,https://anphat.com.vn/media/product/75_39304_20651_laptop_dell_latitude_5520_42lt552000_1.jpg,laptop dell latitude 5520 42lt552000 (core i7-1185g7 | 8gb | 256gb | intel iris xe | 15.6 inch fhd | ubuntu linux),1.59 kg,intel iris xe graphics,30990000,https://www.anphatpc.com.vn/laptop-dell-latitude-5520-42lt552000-core-i7-1185g7-8gb-256gb-intel-iris-xe-15.6-inch-fhd-ubuntu-linux.html,laptop,bàn phím tiêu chuẩn,1 rj-45 ethernet port,1 microsd-card slot,"height: 0.78"" (19.87mm) x width: 14.09"" (357.8mm) x depth: 9.19"" (233.3 mm)",8gb ddr4 3200mhz,256gb m.2 pcie nvme class 35 ssd,15.6 inch fhd (1920x1080) ips anti-glare 250nits,không,,intel® wi-fi 6 ax201 2x2 .11ax 160mhz,1 usb 3.2 gen 1 port1 usb 3.2 gen 1 port with powershare2 thunderbolt 4 ports with displayport,dell latitude 5520 42lt552000,,xám,,,,
62a5d5815e7f53608f8c7ef9,ubuntu,core i5-1135g7,laptop dell,https://anphat.com.vn/media/product/75_38722_38285_aeih_3.jpg,laptop dell latitude 7420 42lt742000 (core i5-1135g7 | 8gb | 256gb | intel iris xe | 14.0 inch fhd | ubuntu | bạc),1.22kg,intel iris xe,33890000,https://www.anphatpc.com.vn/laptop-dell-latitude-7420-42lt742000-core-i5-1135g7-8gb-256gb-intel-iris-xe-14.0-inch-fhd-ubuntu-den.html,laptop,bàn phím tiêu chuẩn,,1 microsd-card slot,"height: 0.68"" (17.27mm) x width: 12.65"" (321.35mm) x depth: 8.22"" (208.69mm)",256gb,256gb m.2 256gb pcie nvme,14.0 inch fhd,không,,intel® wi-fi 6 ax201 2x2 .11ax 160mhz,1 usb 3.2 gen 1 port with powershare2 thunderbolt 4 ports with displayport alt mode/usb4/power delivery,dell latitude 7420 42lt742000,,bạc,,,,8gb
